filename,character_count,word_count,line_count
Arc 11_ Học Viện Hội Temple_Chương 295_ Giải Đấu Năm Nhất (7) - Tiến Vào Vòng Chung Kết,31707,15854,1
Arc 11_ Học Viện Hội Temple_Chương 296_ Giải Đấu Năm Nhất (8) - Reinhardt & Ludwig,18605,9303,1
Arc 11_ Học Viện Hội Temple_Chương 297_ Reinhardt Chuẩn Bị Cho Cuộc Thi Cosplay Nữ Sinh,14508,3298,1
Arc 11_ Học Viện Hội Temple_Chương 298_ Gặp Bertus Trong Thân Phận Rein-kun,16311,3710,1
Arc 11_ Học Viện Hội Temple_Chương 299_ Cosplay Nữ Sinh (1) - Phía Sau Hậu Trường,15132,3445,1
Arc 11_ Học Viện Hội Temple_Chương 300_ Cosplay Nữ Sinh (2) - Phần Thi Của Kono Lint,16585,3743,1
Arc 11_ Học Viện Hội Temple_Chương 301_ Cosplay Nữ Sinh (3) -  Thiếu Nữ Tóc Bạch Kim,16513,3721,1
Arc 11_ Học Viện Hội Temple_Chương 302_ Cosplay Nữ Sinh (4) - Đăng Quang Hoa Hậu Trong Sự Xấu Hổ,17007,8504,1
Arc 11_ Học Viện Hội Temple_Chương 303_ Cuộc Tẩu Thoát Như Một Idol Của Reinhardt,15746,3591,1
Arc 11_ Học Viện Hội Temple_Chương 304_ Tên Áo Choàng Đen Bí Ẩn Và Cảnh Anh Hùng Cứu Mỹ Nhân Của Liana,14775,3353,1
Arc 11_ Học Viện Hội Temple_Chương 305_ Kono Lint Nghi Ngờ Về Danh Tính Thí Sinh Số 40,19557,9779,1
Arc 11_ Học Viện Hội Temple_Chương 306_ Hoàn Cảnh Của Olivia Lanze,22327,11164,1
Arc 11_ Học Viện Hội Temple_Chương 307_ “Tử Thần” Của Chiến Tranh Nhân Ma,12735,2867,1
Arc 11_ Học Viện Hội Temple_Chương 308_ Giải Đấu Liên Khối (1) - Sức Mạnh Huỷ Diệt Của Harriet de Saint-Owan,11549,2609,1
Arc 11_ Học Viện Hội Temple_Chương 309_ Giải Đấu Liên Khối (2) - Tiến Vào Tứ Kết,22403,11202,1
Arc 11_ Học Viện Hội Temple_Chương 310_  Giải Đấu Liên Khối (3) - Harriet de Saint-Owan & Olivia Lanze,18140,4023,1
Arc 11_ Học Viện Hội Temple_Chương 311_  Giải Đấu Liên Khối (4) - Thành Quả Của Nổ Lực,21613,10807,1
Arc 11_ Học Viện Hội Temple_Chương 312_ Bước Tiến Mới Của Harriet,26032,5828,1
Arc 11_ Học Viện Hội Temple_Chương 313_ Bertus Luôn Nghĩ Về Thiếu Nữ Tóc Bạch Kim,18087,9044,1
Arc 11_ Học Viện Hội Temple_Chương 314_  Giải Đấu Liên Khối (5) - Olivia Tiến Vào Trận Chung Kết,31039,15520,1
Arc 11_ Học Viện Hội Temple_Chương 315_  Giải Đấu Liên Khối (6) - Olivia Lanze & Radia Schmidt,28077,14039,1
Arc 11_ Học Viện Hội Temple_Chương 316_ Âu Yếm Olivia Đang Yếu Đuối,23287,11644,1
Arc 11_ Học Viện Hội Temple_Chương 318_ Nhận Được Thông Tin Từ Radia Schmidt,22217,5043,1
Arc 11_ Học Viện Hội Temple_Chương 319_ Giải Cứu Adriana Và Olivia Lanze (1) - Thao Túng Tâm Lý Radia Schmidt,25179,12590,1
Arc 11_ Học Viện Hội Temple_Chương 320_ Miss Temple (1) - Giải Cứu Adriana Và Olivia Lanze (2) - Ma Vương Xuất Hiện,29661,14831,1
Arc 11_ Học Viện Hội Temple_Chương 321_ Giải Cứu Adriana Và Olivia Lanze (3) - Valier & Reverrier Lanze,22439,11220,1
Arc 11_ Học Viện Hội Temple_Chương 322_ Giải Cứu Adriana Và Olivia Lanze (4) - Miss Temple (2) - Sức Mạnh Của Tiamata,22009,4836,1
Arc 11_ Học Viện Hội Temple_Chương 323_ Gặp Lại Ellen,12989,2939,1
Arc 11_ Học Viện Hội Temple_Chương 324_ Hẹn Hò Đêm Lễ Hội Temple Cùng Ellen,31881,15941,1
Arc 11_ Học Viện Hội Temple_Chương 325_ Ăn Tối Đêm Lễ Hội Temple Cùng Harriet Và Ellen,22333,11167,1
Arc 12_ Hồi Kết Năm Nhất_Chương 326_ Đưa Nhau Đi Trốn,15628,3554,1
Arc 12_ Hồi Kết Năm Nhất_Chương 327_ Đến Trại Mồ Côi Cùng Olivia,24257,12129,1
Arc 12_ Hồi Kết Năm Nhất_Chương 328_ Nhân Loại Khiếp Sợ Trước Sự Tồn Tại Của Ma Vương,17064,3920,1
Arc 12_ Hồi Kết Năm Nhất_Chương 329_ Tắm Rửa Cho Pet Nào,16238,3721,1
Arc 12_ Hồi Kết Năm Nhất_Chương 330_ Yết Kiến Hoàng Đế Nelioth de Gradias (1) - Tiến Đến Cung Điện Trung Tâm Tetra,15229,3486,1
Arc 12_ Hồi Kết Năm Nhất_Chương 331_ Yết Kiến Hoàng Đế Nelioth de Gradias (2) - Hai Tông Đồ Của Ngũ Đại Thần,26753,13377,1
Arc 12_ Hồi Kết Năm Nhất_Chương 332_ [Ma Pháp Không Gian] Và Sự Nguy Hiểm Của Cổng Dịch Chuyển,21561,4842,1
Arc 12_ Hồi Kết Năm Nhất_Chương 333_ Quyết Tâm Của Charlotte,17031,3838,1
Arc 12_ Hồi Kết Năm Nhất_Chương 334_ Gia Tộc Artorius Gia Tộc Của Những Anh Hùng,23103,11552,1
Arc 12_ Hồi Kết Năm Nhất_Chương 335_ Cảm Xúc Tuyệt Vọng Của Olivia Lanze,25269,12634,1
Arc 12_ Hồi Kết Năm Nhất_Chương 336_ Hội Đồng Ma Cà Rồng (1) - Gặp Gỡ Thất Dạ Tộc,14709,7355,1
Arc 12_ Hồi Kết Năm Nhất_Chương 337_ Hội Đồng Ma Cà Rồng (2) - Đe Doạ,11035,2530,1
Arc 12_ Hồi Kết Năm Nhất_Chương 338_ Hội Đồng Ma Cà Rồng (3) - Hợp Tác,21743,10872,1
Arc 12_ Hồi Kết Năm Nhất_Chương 339_ Hội Đồng Ma Cà Rồng (4) - Lucynil Muốn “Bus” Reinhardt,17147,8574,1
Arc 12_ Hồi Kết Năm Nhất_Chương 340_ Hội Đồng Ma Cà Rồng (5) - Mối Quan Hệ Giữa Các Thành Viên Thất Dạ Tộc,16588,3725,1
Arc 12_ Hồi Kết Năm Nhất_Chương 341_ Hội Đồng Ma Cà Rồng (6) - Bí Mật Về Cantus Magna,16691,8346,1
Arc 12_ Hồi Kết Năm Nhất_Chương 342_ Hội Đồng Ma Cà Rồng (7) - Bảo Mẫu Lucynil,16307,3771,1
Arc 12_ Hồi Kết Năm Nhất_Chương 343_ Bertus Điều Tra Về Reinhardt,24959,12480,1
Arc 12_ Hồi Kết Năm Nhất_Chương 344_ Cú Sốc Của Bertus,21403,10702,1
Arc 12_ Hồi Kết Năm Nhất_Chương 345_ Charlotte Đột Nhập Phòng Reinhardt Vào Ban Đêm,25915,12958,1
Arc 12_ Hồi Kết Năm Nhất_Chương 346_ Đến Quần Đảo Edina,14653,3315,1
Arc 12_ Hồi Kết Năm Nhất_Chương 347_ Kế Hoạch Của Airi,17191,3897,1
Arc 12_ Hồi Kết Năm Nhất_Chương 348_ Chuẩn Bị Tiến Đến Lâu Đài Ma Vương,21547,10774,1
Arc 12_ Hồi Kết Năm Nhất_Chương 349_ Thám Hiểm Lâu Đài Ma Vương (1) - Tàn Dư Còn Lại Sau Chiến Tranh,17988,4056,1
Arc 12_ Hồi Kết Năm Nhất_Chương 350_ Thám Hiểm Lâu Đài Ma Vương (2) - Sức Mạnh Của Thánh Kiếm Alsbringer,13045,2917,1
Arc 12_ Hồi Kết Năm Nhất_Chương 351_ Thám Hiểm Lâu Đài Ma Vương (3) - Sự Tuyệt Vọng Của Charlotte Dành Cho Valier,13294,3031,1
Arc 12_ Hồi Kết Năm Nhất_Chương 352_ Thám Hiểm Lâu Đài Ma Vương (4) - Âu Yếm Charlotte,15961,3674,1
Arc 12_ Hồi Kết Năm Nhất_Chương 353_ Thám Hiểm Lâu Đài Ma Vương (5) - Tiến Xuống Tầng 6,26229,13115,1
Arc 12_ Hồi Kết Năm Nhất_Chương 354_ Thám Hiểm Lâu Đài Ma Vương (6) - [Thao Túng Linh Hồn],22853,11427,1
Arc 12_ Hồi Kết Năm Nhất_Chương 355_ Thám Tử Lừng Danh Ellen Artorius,22511,11256,1
Arc 12_ Hồi Kết Năm Nhất_Chương 356_ Trao Đổi Bí Mật Giữa Olivia Và Ellen,27767,13884,1
Arc 12_ Hồi Kết Năm Nhất_Chương 357_ Harriet Tìm Hiểu Về ‘Không Gian Thứ Nguyên’,15010,3474,1
Arc 12_ Hồi Kết Năm Nhất_Chương 358_ Epinhauser Phát Hiện Bí Mật,16827,3819,1
Arc 12_ Hồi Kết Năm Nhất_Chương 359_ Danh Tính Của Epinhauser,17063,8532,1
Arc 12_ Hồi Kết Năm Nhất_Chương 360_ Black Order Và Cantus Magna,12640,3052,1
Arc 12_ Hồi Kết Năm Nhất_Chương 361_ Bertus Tìm Ra Sự Thật Của Reinhardt,29019,14510,1
Arc 12_ Hồi Kết Năm Nhất_Chương 362_ Theo Liana Đến Dinh Thự Grantz,14349,3309,1
Arc 12_ Hồi Kết Năm Nhất_Chương 363_ Dinh Thự Gia Tộc Grantz (1) - Bữa Tiệc Bất Ngờ,17143,8572,1
Arc 12_ Hồi Kết Năm Nhất_Chương 364_ Dinh Thự Gia Tộc Grantz (2) - Tiệc Rượu Và Mối Quan Hệ Cha Con Grantz,15909,3593,1
Arc 12_ Hồi Kết Năm Nhất_Chương 365_ Dinh Thự Gia Tộc Grantz (3) - Trò Chuyện Với Công Tước Grantz,11325,2590,1
Arc 12_ Hồi Kết Năm Nhất_Chương 366_ Địa Vị Xã Hội Quý Tộc Và Quá Khứ Của Gia Tộc Grantz,17336,3953,1
Arc 12_ Hồi Kết Năm Nhất_Chương 367_ Mối Quan Hệ Gia Tộc Grantz Và Cái Kết Của Lực Lượng Cách Mạng,18250,4165,1
Arc 12_ Hồi Kết Năm Nhất_Chương 368_ Bertus de Gardias,13119,2954,1
Arc 12_ Hồi Kết Năm Nhất_Chương 369_ “Tiễn Đưa” Người Yêu Quý Nhất Đời - “Ước Gì Đây Chỉ Là Một Giấc Mơ”,21307,10654,1
Arc 12_ Hồi Kết Năm Nhất_Chương 370_ Cliffman Và Quyết Tâm Của Liana,27055,13528,1
Arc 12_ Hồi Kết Năm Nhất_Chương 371_ Owen de Gethmora,15767,3573,1
Arc 12_ Hồi Kết Năm Nhất_Chương 372_ Thức Tỉnh Tài Năng Thứ 4,22147,11074,1
Arc 12_ Hồi Kết Năm Nhất_Chương 373_ Khoảng Cách Giữa ‘Thiên Tài’ Và ‘Người Thường’,16481,3656,1
Arc 12_ Hồi Kết Năm Nhất_Chương 374_ Thành Quả Của Cố Gắng - Thức Tỉnh [Tăng Cường Sức Mạnh Ma Thuật],24470,5279,1
Arc 12_ Hồi Kết Năm Nhất_Chương 375_ Những Đứa Con Của Hoàng Tộc,15595,3455,1
Arc 12_ Hồi Kết Năm Nhất_Chương 376_ Trò Chuyện Với Epinhauser,14456,3272,1
Arc 12_ Hồi Kết Năm Nhất_Chương 377_ Cùng Lucynil Và Eleris Đến Hầm Trú Ẩn Lâu Đài Ma Vương,26071,13036,1
Arc 12_ Hồi Kết Năm Nhất_Chương 378_ Thảo Luận Với Lucynil Về [Thao Túng Linh Hồn],12191,2773,1
Arc 12_ Hồi Kết Năm Nhất_Chương 379_ Khoá Huấn Luyện Của Saviolin Tana (1) - Saviolin Tana & Ellen Artorius,17264,3885,1
Arc 12_ Hồi Kết Năm Nhất_Chương 380_ Khoá Huấn Luyện Của Saviolin Tana (2) - Sức Mạnh Thật Sự Của [Tăng Cường Sức Mạnh Ma Thuật],15340,3504,1
Arc 12_ Hồi Kết Năm Nhất_Chương 381_ Khoá Huấn Luyện Của Saviolin Tana (3) - Cách Chống Lại Swordmaster,14652,3315,1
Arc 12_ Hồi Kết Năm Nhất_Chương 382_ Tình Cảm Của Đôi Ta,18071,9036,1
Arc 12_ Hồi Kết Năm Nhất_Chương 383_ Power Cartridge Và Moonshine Bước Đột Phá Lớn Của Nhân Loại,28099,14050,1
Arc 13_ Năm Hai_Chương 384_ Học Kỳ I Năm Hai Bắt Đầu,19098,4333,1
Arc 13_ Năm Hai_Chương 385_ Màn Giáo Huấn “Kouhai” Của “Senpai”,13713,3043,1
Arc 13_ Năm Hai_Chương 386_ Cuộc Sống Thường Ngày Mới Với Rắc Rối Mang Tên Lucynil,15525,3469,1
Arc 13_ Năm Hai_Chương 387_ Thánh Kiếm Alsbringer Thánh Tích Của Als,18599,4123,1
Arc 13_ Năm Hai_Chương 388_ Thảo Luận Với Bertus Về Mạng Sống Của Charlotte,20317,10159,1
Arc 13_ Năm Hai_Chương 389_ Đột Nhập Phòng Ngủ Charlotte,18137,4115,1
Arc 13_ Năm Hai_Chương 390_ Quyết Định Đính Hôn,13937,3146,1
Arc 13_ Năm Hai_Chương 391_ Quyết Định Của Olivia Lanze,18213,9107,1
Arc 13_ Năm Hai_Chương 392_ Dạo Phố Cùng Lucynil,14445,3208,1
Arc 13_ Năm Hai_Chương 393_ Hẹn Hò Tại Quần Đảo Kamsencha Cùng Harriet Và Ellen (1) - Đặt Chân Đến Kamsencha,16853,3841,1
Arc 13_ Năm Hai_Chương 394_ Hẹn Hò Tại Quần Đảo Kamsencha Cùng Harriet Và Ellen (2) - Tiết Lộ Sự Thật,21223,10612,1
Arc 13_ Năm Hai_Chương 395_ _Nổi Đau_ Của Mỗi Người,19635,9818,1
Arc 13_ Năm Hai_Chương 396_ Điều Tra Cùng Olivia Ở Thủ Đô Rajeurn Vương Quốc Levaina (1) - Suy Luận Của Olivia Lanze,22787,11394,1
Arc 13_ Năm Hai_Chương 397_ Điều Tra Cùng Olivia Ở Thủ Đô Rajeurn Vương Quốc Levaina (2) - _Bản Chất_ Con Người,30304,15152,1
Arc 13_ Năm Hai_Chương 398_ Radia Schmit Hơi Ấm Của Gia Đình,26566,13283,1
Arc 13_ Năm Hai_Chương 399_ Điều Tra Cùng Olivia Ở Thủ Đô Rajeurn Vương Quốc Levaina (3) - Bạo Loạn Tại Thủ Đô Rajeurn,15978,3673,1
Arc 13_ Năm Hai_Chương 400_ Điều Tra Cùng Olivia Ở Thủ Đô Rajeurn Vương Quốc Levaina (4) - Undead Xuất Hiện,25803,12902,1
Arc 13_ Năm Hai_Chương 401_ Điều Tra Cùng Olivia Ở Thủ Đô Rajeurn Vương Quốc Levaina (5) - Kỵ Sĩ Ma & Reinhardt Và Olivia Lanze,20380,4591,1
Arc 13_ Năm Hai_Chương 402_ Điều Tra Cùng Olivia Ở Thủ Đô Rajeurn Vương Quốc Levaina (6) - Quyết Tâm Của Olivia Lanze,24751,12375,1
Arc 13_ Năm Hai_Chương 403_ Hậu Cuộc Chiến Ở Thủ Đô Rajeurn,15544,3506,1
Arc 13_ Năm Hai_Chương 404_ Hai Tông Đồ Nắm Giữ Thánh Tích Lộ Diện,16263,3687,1
Arc 13_ Năm Hai_Chương 405_ Quyết Định Của Ellen Artorius,16700,3774,1
Arc 13_ Năm Hai_Chương 406_ Hiệp Sĩ Hộ Mệnh,26913,13457,1
Arc 13_ Năm Hai_Chương 407_ Suy Nghĩ Của Harriet,16939,3832,1
Arc 13_ Năm Hai_Chương 408_ Công Tước Saint-Owan Hành Động,12461,2818,1
Arc 13_ Năm Hai_Chương 409_ Harriet Gặp Nguy Hiểm_,22265,11133,1
Arc 13_ Năm Hai_Chương 410_ Mối Liên Kết Bền Chặt,17903,4030,1
Arc 13_ Năm Hai_Chương 411_ Nguy Hiểm Cận Kề Harriet,15331,3467,1
Arc 13_ Năm Hai_Chương 412_ Quyết Định Của Charlotte,22711,11356,1
Arc 13_ Năm Hai_Chương 413_ Điều Tra Vụ Án Giết Người Trong Cung Điện Hoàng Gia (1) - Tiến Đến Hiện Trường,21785,10893,1
Arc 13_ Năm Hai_Chương 414_ Điều Tra Vụ Án Giết Người Trong Cung Điện Hoàng Gia (2) - Điều Tra Về Ma Vương (1) - Nguyên Nhân Của Vụ Án,13013,2959,1
Arc 13_ Năm Hai_Chương 415_ Điều Tra Về Ma Vương (2) - Nghi Ngờ,17453,8727,1
Arc 13_ Năm Hai_Chương 416_ Lăng Mộ Lich (1) - Chạm Mặt,16288,3736,1
Arc 13_ Năm Hai_Chương 417_ Điều Tra Vụ Án Giết Người Trong Cung Điện Hoàng Gia (3) - Điều Tra Về Ma Vương (3) - Bí Mật Dần Sáng Tỏ,19384,4379,1
Arc 13_ Năm Hai_Chương 418_ Điều Tra Vụ Án Giết Người Trong Cung Điện Hoàng Gia (4) - Quyết Định Đến Lăng Mộ Lich,24729,12364,1
Arc 13_ Năm Hai_Chương 419_ Các Thế Lực Chuẩn Bị Đến Lăng Mộ Lich,10843,2436,1
Arc 13_ Năm Hai_Chương 420_ Điều Tra Về Ma Vương (4) - Chạm Mặt Radia Schmit,11435,2573,1
Arc 13_ Năm Hai_Chương 421_ Lăng Mộ Lich (2) - Antirianus & Archlich,13077,2933,1
Arc 13_ Năm Hai_Chương 422_ Lăng Mộ Lich (3) - Luna Artorius,17989,4040,1
Arc 13_ Năm Hai_Chương 423_ Lăng Mộ Lich (4) - Luna Artorius & Reinhardt,16917,8459,1
Arc 13_ Năm Hai_Chương 424_ Lăng Mộ Lich (5) - Thú Nhận,10912,2510,1
Arc 13_ Năm Hai_Chương 425_ Lăng Mộ Lich (6) - Harriet de Saint-Owan,11424,2565,1
Arc 13_ Năm Hai_Chương 426_ Lăng Mộ Lich (7) - Archdemon Eleris,13748,3073,1
Arc 13_ Năm Hai_Chương 427_ Vampire Lord Tuesday Eleris,21586,4904,1
Arc 13_ Năm Hai_Chương 428_ Akasha,15042,3370,1
Arc 13_ Năm Hai_Chương 429_ Điều Tra Về Ma Vương (5) - Radia Schmit & Ellen Artorius Và Charlotte,22983,11492,1
Arc 13_ Năm Hai_Chương 430_ Điều Tra Về Ma Vương (6) - Manh Mối Được Liên Kết,17856,8922,1
Arc 13_ Năm Hai_Chương 431_ Điều Tra Về Ma Vương (7) - Bertus Hành Động,18517,9259,1
Arc 13_ Năm Hai_Chương 432_ Sứ Mệnh Của Adriana,10227,2307,1
Arc 13_ Năm Hai_Chương 433_ Nguyện Vọng Của Loyar,17981,8991,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 434_ Reinhardt Bị Tống Giam (1) - Bị Bắt,14150,3188,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 435_ Reinhardt Bị Tống Giam (2) - Cảm Xúc Của Charlotte,22595,11298,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 436_ Cuộc Thảo Luận Giữa Hoàng Đế Nelioth Và Hoàng Tử Bertus,11969,2730,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 437_ Reinhardt Bị Tống Giam (3) - Tiết Lộ Sự Thật,29719,14860,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 438_ Thảo Luận Giữa Hội Đồng Ma Cà Rồng,13073,2954,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 439_ Sự Tin Tưởng Của Harriet de Saint-Owan,23109,11555,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 440_ Olivia Lanze Hành Động,24357,12179,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 441_  Reinhardt Bị Tống Giam (4) - Nhân Danh Ngũ Đại Thần,15320,3465,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 442_  Reinhardt Bị Tống Giam (5) - Lời Khẩn Cầu Tha Thiết Của Olivia Lanze,25319,12660,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 443_  Reinhardt Bị Tống Giam (6) - Cảm Xúc Tội Lỗi Dâng Trào Trong Ellen Artorius,13946,3155,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 444_ Niềm Tin Của Epinhauser,13735,3099,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 445_ Hội Nghị Ngũ Đại Thần Giáo,24013,12007,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 446_ Cuộc Thẩm Vấn Công Khai Ma Vương Valier,25681,12841,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 447_ Thảm Hoạ Cổng (1) - Giải Cứu Ma Vương (1) - Đồng Minh,18061,4006,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 448_ Thảm Hoạ Cổng (2) - Giải Cứu Ma Vương (2) - Quyết Tâm Của Ellen Artorius,23419,11710,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 449_ Thảm Hoạ Cổng (3) - Giải Cứu Ma Vương (3) - Epinhauser,15201,3437,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 450_ Thảm Hoạ Cổng (4) - Quyết Tâm Của Valier,21176,4882,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 451_ Thảm Hoạ Cổng (5) - Airi,15019,3437,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 452_ Thảm Hoạ Cổng (6) - Nhân Danh Ma Vương Valier,14753,3377,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 453_ Thảm Hoạ Cổng (7) - Quyết Tâm Của Liana de Grantz,16020,3689,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 454_ Cảm Xúc Của Harriet de Saint-Owan Và Olivia Lanze,17977,8989,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 455_ Cảm Xúc Của Airi Và Eleris,21563,10782,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 456_ Thảm Hoạ Cổng (8) - Thiên Đường Và Địa Ngục,14296,3288,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 457_ Thảm Hoạ Cổng (9) - Tình Hình Lục Địa 2 Năm Sau,32585,16293,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 458_ Thảm Hoạ Cổng (10) - Thống Nhất Ma Giáo Và Thần Giáo,18228,4182,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 459_ Thảm Hoạ Cổng (11) - Hội Đồng Trưởng Lão,20102,4572,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 460_ Thảm Hoạ Cổng (12) - Hoàn Cảnh Của Ma Vương,22846,11423,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 461_ Thảm Hoạ Cổng (13) - Đến Thủ Đô Hoàng Gia Gradias,16003,3630,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 462_ Thảm Hoạ Cổng (14) - Ma Vương Xuất Hiện Ở Gradias,15344,3489,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 463_ Thảm Hoạ Cổng (15) - Chuẩn Bị Đến Thủ Đô Arnaka Công Quốc Saint-Owan,13802,3175,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 464_ Thảm Hoạ Cổng (16) - Gia Tộc Saint-Owan,24777,12389,1
